dir,hir,lvr,pbcr,self,single,condo,deny,uria
0.380999985,0.227999992,0.553648069,no,no,no,0,no,4.300000191
0.472000008,0.303999996,0.869565217,no,no,yes,1,yes,2
0.425,0.345,0.951351351,no,no,yes,0,yes,1.799999952
0.318999996,0.315,0.798387097,no,no,no,0,no,3.099999905
0.069899998,0.069899998,0.480769231,no,yes,yes,0,no,3.200000048
0.340999985,0.340999985,0.93877551,no,no,no,0,no,3.900000095
0.349000015,0.287000008,0.204081633,no,no,no,0,no,4.300000191
0.337999992,0.27,0.864,no,no,no,0,no,3.200000048
0.395999985,0.272999992,0.798122066,no,no,no,0,no,3.200000048
0.39,0.278999996,0.8,no,yes,yes,0,no,3.200000048
0.275,0.237999992,0.710659898,no,no,yes,1,no,3.599999905
0.310499992,0.238199997,0.802631579,no,no,yes,1,no,3.200000048
0.467999992,0.362000008,0.783783784,no,no,yes,1,no,4.300000191
0.388600006,0.261299992,0.743169399,no,yes,no,0,no,3.200000048
0.242000008,0.177000008,0.189189189,no,no,no,1,no,3.599999905
0.691999969,0.535999985,0.789473684,no,yes,no,0,no,3.200000048
0.575999985,0.329000015,0.899280576,no,no,no,1,yes,3.200000048
0.354099998,0.194699993,0.75,no,no,no,1,no,10.60000038
0.479000015,0.475,0.951923077,no,no,yes,1,yes,2
0.355999985,0.311000004,0.750877193,no,no,no,0,no,1.799999952
0.362999992,0.168999996,0.861111111,no,no,yes,0,yes,4.300000191
0.263999996,0.175,0.35483871,no,no,no,1,no,1.799999952
0.172999992,0.096999998,0.348837209,no,no,yes,1,no,4.300000191
0.365,0.273999996,0.859375,no,no,no,0,no,3.200000048
0.405,0.276000004,0.793565684,no,no,yes,0,no,3.099999905
0.252000008,0.088000002,0.782051282,no,no,no,1,no,3.200000048
0.247999992,0.237999992,0.68,no,no,yes,1,no,3.200000048
0.390999985,0.37,0.279069767,no,no,yes,1,no,4.300000191
0.282999992,0.282999992,0.595959596,no,no,yes,1,no,3.900000095
0.303999996,0.277000008,0.652173913,no,no,yes,0,no,1.799999952
0.055999999,0.053000002,0.8,no,no,no,0,no,3.200000048
0.384000015,0.375,0.8,no,no,yes,1,no,1.799999952
0.584000015,0.447000008,0.754601227,no,no,yes,0,yes,3.200000048
0.262999992,0.261000004,0.7907743,no,no,yes,1,no,4.300000191
0.252700005,0.250599995,0.666666667,no,no,yes,1,no,3.599999905
0.316000004,0.283999996,0.801526718,no,no,no,0,no,1.799999952
0.357999992,0.316000004,0.875,no,no,yes,1,no,3.200000048
0.369000015,0.298999996,0.794520548,no,no,no,0,no,3.900000095
0.222000008,0.207000008,0.75,no,no,yes,1,no,1.799999952
0.252999992,0.167999992,0.664516129,no,no,yes,1,no,3.200000048
0.183999996,0.166000004,0.576470588,no,no,no,1,no,3.200000048
0.4,0.33,0.887096774,no,no,yes,1,no,3.200000048
0.34,0.24,0.793103448,no,no,yes,0,no,3.200000048
0.303700008,0.0904,0.8,yes,no,yes,0,yes,3.200000048
0.41,0.19,0.701886792,no,yes,no,1,no,10.60000038
0.18,0.18,1,yes,no,yes,1,yes,10.60000038
0.4,0.27,0.711111111,no,yes,no,0,no,4.300000191
0.31,0.31,0.776978417,no,no,yes,0,no,3.200000048
0.53,0.34,0.463235294,no,no,no,0,no,3.900000095
0.325800018,0.265799999,0.789808917,no,no,yes,0,no,3.099999905
0.392400017,0.247900009,0.613333333,no,no,yes,1,no,2
0.225100002,0.193400002,0.358744395,no,no,no,0,no,3.200000048
0.381699982,0.238500004,0.775423729,yes,no,no,0,no,4.300000191
0.3375,0.2275,0.902439024,no,no,yes,0,no,3.900000095
0.16,0.16,0.911764706,no,no,yes,0,no,3.200000048
0.3,0.3,1.111111111,no,no,yes,0,yes,4.300000191
0.1,0.08,0.547945205,no,yes,yes,0,no,1.799999952
0.2,0.12,0.939189189,no,no,no,1,no,3.200000048
0.08,0.06,0.728643216,no,no,yes,1,no,3.200000048
0.1,0.06,0.783289817,no,yes,yes,0,no,3.599999905
0.17,0.07,1.224637681,no,no,no,0,no,2
0.29,0.21,0.797752809,no,no,yes,0,no,5.300000191
0.37,0.33,0.922077922,no,no,yes,1,no,3.200000048
0.36,0.32,0.681481481,no,no,yes,1,no,1.799999952
0.25,0.17,0.892857143,no,no,no,1,no,3.200000048
0.36,0.32,0.8,yes,no,no,0,yes,2
0.39,0.36,0.890909091,no,no,no,0,no,3.099999905
0.38,0.31,0.775362319,no,no,yes,1,no,3.200000048
0.4,0.34,0.8,no,yes,yes,1,no,3.200000048
0.36,0.25,0.8,no,no,yes,0,no,3.200000048
0.38,0.34,0.919230769,no,yes,no,1,no,5.300000191
0.33,0.31,0.659217877,no,no,yes,0,no,3.200000048
0.37,0.26,0.783783784,no,no,no,0,no,2
0.22,0.13,0.798611111,yes,yes,no,1,no,3.200000048
0.3,0.24,0.423728814,yes,no,no,0,no,3.200000048
0.36,0.35,0.914473684,no,no,yes,1,no,3.200000048
0.41,0.28,0.896174863,no,no,no,0,no,3.200000048
0.35,0.3,0.683760684,no,no,yes,1,no,3.099999905
0.32,0.32,0.8,no,no,yes,0,no,3.200000048
0.41,0.28,0.925925926,yes,no,no,0,yes,3.200000048
0.32,0.28,0.896969697,no,no,no,0,no,3.200000048
0.4,0.18,0.876923077,no,no,no,0,no,1.799999952
0.33,0.27,0.8,no,no,yes,0,yes,3.099999905
0.28,0.25,0.902173913,no,no,no,0,no,1.799999952
0.35,0.35,0.44,no,no,no,0,no,10.60000038
0.4,0.35,0.782608696,no,no,no,1,yes,3.200000048
0.3,0.18,0.90080429,yes,yes,no,1,yes,1.799999952
0.35,0.23,0.874418605,no,no,yes,1,no,1.799999952
0.2,0.19,0.700808625,no,no,no,0,no,3.200000048
0.29,0.28,0.375,no,no,no,0,no,3.200000048
0.36,0.27,0.82,no,no,no,0,no,3.200000048
0.34,0.2,0.35042735,no,no,yes,0,no,3.200000048
0.26,0.04,0.396825397,no,no,no,0,no,2
0.28,0.21,0.638879372,no,no,no,0,no,3.200000048
0.43,0.24,0.401785714,no,no,no,0,no,4.300000191
0.27,0.2,0.797297297,no,yes,no,1,no,3.200000048
0.28,0.22,0.745578231,no,no,yes,0,no,3.200000048
0.27,0.25,0.851536449,no,no,no,0,no,3.200000048
0.36,0.3,0.639713428,no,no,yes,0,no,3.200000048
0.35,0.35,0.625,no,no,no,0,no,3.599999905
0.33,0.31,0.85892203,no,no,yes,0,no,3.200000048
0.32,0.24,0.743243243,no,no,no,0,no,3.099999905
0.23,0.04,0.5,no,no,no,0,no,3.200000048
0.37,0.28,0.487156769,no,no,no,0,no,2
0.331199989,0.1725,0.68,no,no,no,0,no,10.60000038
0.351300011,0.256900005,0.542857143,no,no,yes,0,yes,3.200000048
0.457000008,0.282000008,0.752631579,no,no,no,0,no,3.200000048
0.352400017,0.293299999,0.902985075,no,no,no,0,no,3.099999905
0.416899986,0.210900002,0.923076923,no,no,yes,0,yes,10.60000038
0.219099998,0.209500008,0.794871795,no,no,no,0,no,3.900000095
0.205200005,0.158999996,0.602564103,no,yes,yes,0,yes,1.799999952
0.461100006,0.371500015,0.784482759,no,no,yes,1,no,5.300000191
0.346599998,0.315799999,0.576036866,no,no,no,0,no,2
0.316700001,0.208899994,0.721649485,no,no,no,0,no,3.099999905
0.372799988,0.264899998,0.8984375,no,no,no,0,no,10.60000038
0.660999985,0.660999985,0.433566434,no,no,yes,0,no,2
0.356199989,0.264300003,0.847222222,no,no,no,0,no,4.300000191
0.374500008,0.262999992,0.895833333,no,no,no,0,no,3.099999905
0.313999996,0.228500004,0.753968254,no,no,no,0,yes,10.60000038
0.383899994,0.255599995,0.95,no,no,yes,0,yes,1.799999952
0.361399994,0.234300003,0.784482759,no,no,no,0,no,4.300000191
0.266399994,0.241800003,0.253164557,no,yes,yes,0,no,3.200000048
0.322099991,0.275499992,0.748387097,no,no,no,0,no,5.300000191
0.231100006,0.207199993,0.838235294,no,no,no,0,no,3.900000095
0.364500008,0.328800011,0.762962963,no,no,yes,0,no,3.900000095
0.426599998,0.296700001,0.818181818,no,no,no,0,no,3.099999905
0.289799995,0.282000008,0.772727273,no,yes,no,0,no,10.60000038
0.814199982,0.393300018,0.516528926,yes,no,yes,0,no,3.200000048
0.371399994,0.318899994,0.864864865,no,yes,yes,0,no,1.799999952
0.296399994,0.234500008,0.896341463,no,no,no,0,no,2
0.353499985,0.252000008,0.804469274,no,no,no,0,no,2
0.3475,0.220900002,0.789115646,no,no,no,0,no,3.099999905
0.499700012,0.355299988,0.938547486,no,no,yes,0,no,3.900000095
0.374300003,0.282000008,0.555555556,no,no,no,0,no,3.099999905
0.467700005,0.367999992,0.87431694,no,no,no,0,no,4.300000191
0.104300003,0.096400003,0.666666667,no,yes,yes,0,yes,10.60000038
0.322799988,0.322799988,0.864,no,no,no,0,no,3.599999905
0.293199997,0.280499992,0.899159664,no,no,yes,0,no,3.200000048
0.335600014,0.320800018,0.87804878,no,no,no,0,no,1.799999952
0.416699982,0.265100002,0.75,no,no,no,0,yes,3.200000048
0.2575,0.214500008,0.625,no,no,no,0,no,3.200000048
0.357700005,0.141199999,0.655502392,no,no,no,0,no,3.200000048
0.466800003,0.463199997,0.591715976,no,no,no,0,yes,3.599999905
0.216000004,0.123999996,0.323741007,no,no,no,0,no,3.099999905
0.277000008,0.205,0.5859375,no,yes,no,0,no,1.799999952
0.27,0.27,0.651162791,no,no,no,1,no,3.599999905
0.32,0.29,0.707692308,no,no,no,0,no,5.300000191
0.25,0.145,0.681818182,no,no,yes,1,no,1.799999952
0.505,0.207000008,0.641350211,no,no,no,0,yes,1.799999952
0.32,0.13,0.401234568,no,no,no,0,no,3.900000095
0.355,0.345,0.6875,yes,yes,yes,1,yes,3.200000048
0.31,0.29,0.896551724,no,no,yes,0,no,1.799999952
0.3,0.11,0.479452055,no,no,yes,0,no,4.300000191
0.19,0.15,0.184794093,no,no,yes,0,no,3.200000048
0.18,0.15,0.802816901,no,no,no,0,no,3.900000095
0.08,0.08,0.111111111,no,no,no,0,no,3.599999905
0.36,0.35,0.736842105,no,no,no,0,no,3.599999905
0.14,0.09,0.8,no,no,no,0,no,3.099999905
0.34,0.27,0.793939394,no,no,no,0,no,3.900000095
0.34,0.27,0.55,no,no,no,0,no,3.900000095
0.32,0.12,0.8,no,no,no,0,no,3.900000095
0.19,0.08,0.154285714,no,no,no,0,no,10.60000038
0.32,0.11,0.482758621,no,no,no,0,no,3.200000048
0.73,0.71,0.606060606,no,no,yes,0,no,3.900000095
0.58,0.52,0.8,no,no,no,0,no,3.900000095
0.3,0.3,0.795774648,no,no,yes,0,no,3.900000095
0.14,0.09,0.86989412,no,no,no,0,no,3.599999905
0.26,0.16,0.135135135,no,yes,no,0,no,3.599999905
0.43,0.33,0.35,no,no,no,0,no,3.900000095
0.47,0.18,1,no,no,no,0,no,10.60000038
0.25,0.13,0.8,no,no,no,0,no,3.900000095
0.3,0.3,0.78125,no,no,no,0,no,3.900000095
0.27,0.25,0.695652174,no,no,no,0,no,3.599999905
0.36,0.2,0.388888889,no,no,no,0,no,3.900000095
0.248999996,0.155,0.236486486,no,no,no,0,no,1.799999952
0.216000004,0.133000002,0.518518519,no,no,no,0,no,3.099999905
1.16,0.74,0.752688172,no,no,no,0,yes,4.300000191
0.36,0.22,0.615384615,no,yes,no,0,no,3.200000048
0.277999992,0.162000008,0.4,no,no,no,0,no,1.799999952
0.32,0.23,0.744827586,no,no,no,0,no,4.300000191
0.287999992,0.206000004,0.747826087,no,no,no,0,no,3.200000048
0.482999992,0.340999985,0.746666667,no,yes,no,0,no,4.300000191
0.312000008,0.227000008,0.631578947,no,no,no,0,no,10.60000038
0.297000008,0.222000008,0.574468085,no,no,yes,0,no,3.200000048
0.344000015,0.344000015,0.7,no,no,yes,0,no,3.200000048
0.362000008,0.262000008,0.490196078,no,no,no,0,no,3.099999905
0.285,0.285,0.586797066,no,no,no,0,no,4.300000191
0.322999992,0.263999996,0.75,no,no,no,0,no,3.200000048
0.404000015,0.178999996,0.799145299,no,yes,no,0,no,3.200000048
0.316000004,0.215,0.896226415,no,no,no,0,no,3.099999905
0.287999992,0.287999992,0.740740741,no,no,yes,0,no,3.200000048
0.357999992,0.316000004,0.6875,no,no,no,0,no,3.200000048
0.29,0.29,0.74,no,no,no,0,no,3.900000095
0.35,0.31,0.900900901,no,no,no,0,no,3.900000095
0.34,0.23,0.775757576,yes,no,no,0,no,3.900000095
0.36,0.3,0.745454545,no,no,no,0,no,3.099999905
0.27,0.22,0.725609756,yes,no,no,0,yes,10.60000038
0.45,0.29,0.887804878,yes,no,no,0,yes,2
0.32,0.22,0.85,no,no,no,0,no,1.799999952
0.33,0.31,0.785714286,no,no,yes,0,no,3.099999905
0.46,0.3,0.851612903,yes,no,no,1,no,3.200000048
0.35,0.35,0.802197802,no,no,yes,1,no,1.799999952
0.35,0.31,0.774193548,no,no,yes,0,no,3.200000048
0.39,0.28,0.698412698,no,yes,no,1,no,4.300000191
0.46,0.31,0.615384615,no,no,no,0,no,3.900000095
0.38,0.26,0.790697674,no,no,no,0,no,1.799999952
0.27,0.27,0.8,no,no,no,0,no,3.900000095
0.38,0.31,0.788059701,no,no,no,0,no,1.799999952
0.22,0.21,0.451612903,no,no,no,0,no,2
0.38,0.29,0.84516129,no,no,yes,1,no,3.200000048
0.37,0.28,0.684210526,no,no,no,0,no,3.099999905
0.37,0.32,0.853846154,no,no,no,0,no,3.900000095
0.28,0.28,0.76,no,no,no,0,no,1.799999952
0.25,0.21,0.692307692,no,no,yes,0,no,3.099999905
0.26,0.23,0.208333333,no,no,no,0,no,3.200000048
0.27,0.22,0.9375,no,no,no,0,no,4.300000191
0.38,0.31,0.715384615,no,no,yes,1,no,3.200000048
0.35,0.32,0.751515152,no,no,no,0,no,2
0.25,0.23,0.798245614,no,no,no,0,no,3.200000048
0.38,0.32,0.796261682,no,no,no,0,no,3.900000095
0.37,0.22,0.875,no,no,no,0,no,1.799999952
0.27,0.26,0.620689655,no,no,yes,0,no,3.900000095
0.24,0.22,0.787564767,no,no,no,0,no,3.200000048
0.36,0.27,0.675,no,no,no,0,no,10.60000038
0.23,0.23,0.619469027,no,no,yes,0,no,1.799999952
0.33,0.31,0.713333333,no,no,no,0,no,10.60000038
0.28,0.28,0.6,no,yes,no,0,no,3.200000048
0.33,0.18,0.757575758,no,no,yes,0,no,3.099999905
0.37,0.29,0.953333333,no,yes,yes,0,yes,4.300000191
0.32,0.24,0.918518519,no,no,no,0,no,3.200000048
0.27,0.27,0.696721311,no,no,yes,0,no,3.900000095
0.28,0.28,0.951388889,no,no,no,0,no,4.300000191
0.39,0.3,0.952380952,no,no,no,0,no,3.099999905
0.38,0.31,0.938931298,no,no,no,0,no,3.200000048
0.38,0.34,0.8,no,no,no,0,no,10.60000038
0.38,0.31,0.947826087,no,no,yes,1,yes,3.200000048
0.3,0.25,0.904,no,no,no,0,yes,2
0.39,0.25,0.857142857,no,no,no,0,no,2
0.34,0.22,0.63197026,no,no,no,0,no,3.099999905
0.19,0.17,0.340425532,no,yes,no,0,no,3.200000048
0.34,0.26,0.575384615,yes,no,no,0,no,3.099999905
0.33,0.32,0.518134715,no,no,yes,0,no,3.200000048
0.31,0.19,0.75,no,yes,no,1,no,4.300000191
0.29,0.28,0.8,no,no,no,1,no,3.900000095
0.2,0.2,0.409356725,no,no,no,0,no,3.200000048
0.45,0.34,0.545454545,no,no,no,0,no,3.200000048
0.32,0.27,0.788888889,no,no,no,1,no,3.200000048
0.2,0.09,0.777777778,no,yes,no,1,no,3.200000048
0.27,0.19,0.796511628,no,yes,no,0,no,3.200000048
0.13,0.11,0.354166667,no,no,yes,0,no,1.799999952
0.15,0.07,0.857142857,no,yes,no,1,no,1.799999952
0.1,0.02,0.8,no,yes,no,0,no,3.200000048
0.38,0.24,0.562913907,no,no,no,0,no,10.60000038
0.22,0.13,0.793814433,no,no,no,1,no,3.900000095
0.22,0.21,0.603351955,no,yes,no,0,no,4.300000191
0.13,0.12,0.8,no,yes,no,1,no,3.200000048
0.07,0.04,0.512195122,no,no,yes,1,no,3.900000095
0.36,0.3,0.591054313,no,no,yes,0,yes,3.099999905
0.36,0.3,0.591054313,no,no,yes,0,yes,3.099999905
0.246499996,0.244699993,0.795652174,no,no,no,0,no,3.200000048
0.218999996,0.168999996,0.581818182,no,no,no,0,no,3.900000095
0.312999992,0.213999996,0.942857143,no,no,no,0,yes,3.900000095
0.377000008,0.288999996,0.753012048,no,yes,no,0,no,10.60000038
0.121000004,0.074000001,0.767123288,no,yes,yes,1,no,1.799999952
0.318999996,0.28,0.754098361,no,no,no,1,no,3.200000048
0.357000008,0.278999996,0.697761194,no,no,no,0,no,4.300000191
0.377999992,0.213999996,0.76146789,no,yes,yes,1,no,3.200000048
0.292999992,0.202999992,0.897727273,no,no,no,0,no,4.300000191
0.380999985,0.297000008,0.771812081,no,no,no,1,no,4.300000191
0.232999992,0.2,0.68597561,no,no,yes,1,no,3.200000048
0.287000008,0.271000004,0.555555556,no,no,yes,0,no,2
0.245,0.212999992,0.704225352,no,yes,no,0,no,3.200000048
0.295,0.213999996,0.897435897,no,no,no,0,no,10.60000038
0.392999992,0.187999992,0.766423358,no,no,no,0,no,3.200000048
0.33,0.29,0.649350649,no,no,no,0,no,3.099999905
0.297999992,0.258999996,0.178571429,no,no,no,0,no,3.200000048
0.402999992,0.344000015,0.798107256,no,no,no,0,no,3.200000048
0.385999985,0.301000004,0.862068966,no,no,no,0,no,3.200000048
0.382000008,0.222999992,0.95,no,no,yes,0,yes,3.200000048
0.352000008,0.267000008,0.627615063,no,no,no,1,no,3.200000048
0.306000004,0.206000004,0.571428571,no,no,yes,0,no,3.200000048
0.400099983,0.311299992,0.767045455,no,no,no,0,no,2
0.27,0.232000008,0.94488189,no,no,no,0,no,3.099999905
0.385,0.23,0.800539084,no,no,yes,1,no,3.200000048
0.212000008,0.177000008,0.875486381,no,no,no,0,no,3.200000048
0.175,0.11,0.790540541,no,no,no,1,no,3.099999905
0.299599991,0.276399994,0.42962963,no,no,yes,1,no,4.300000191
0.257999992,0.252000008,0.75,no,no,no,0,no,3.900000095
0.266000004,0.261000004,0.411522634,no,no,no,0,no,2
0.242999992,0.155,0.58436214,no,no,yes,1,no,3.200000048
0.155,0.133000002,0.8,no,no,no,1,no,3.200000048
0.3,0.125,0.8,no,no,no,0,no,5.300000191
0.399000015,0.312000008,0.574712644,no,no,no,0,no,3.900000095
0.247399998,0.227800007,0.797356828,no,no,yes,0,no,3.900000095
0.395,0,0.784313725,no,yes,no,1,no,1.799999952
0.36,0.2,0.8,no,no,yes,0,no,2
0.43,0.43,0.64231738,no,yes,no,0,yes,3.099999905
0.39,0.19,0.8,no,no,no,0,no,5.300000191
0.33,0.27,0.75862069,no,no,no,0,no,3.200000048
0.35,0.2,0.620689655,no,yes,no,1,no,10.60000038
0.33,0.26,0.8,no,no,no,0,no,2
0.43,0.32,0.316091954,no,no,no,0,no,4.300000191
0.29,0.28,0.625,no,no,yes,0,no,3.099999905
0.28,0.24,0.78358209,no,no,no,0,no,3.200000048
0.4,0.18,0.604166667,no,no,yes,0,no,3.099999905
0.37,0.22,0.786885246,no,no,no,0,no,3.900000095
0.33,0.33,0.512820513,no,no,no,0,no,3.200000048
0.28,0.24,0.796875,no,no,no,0,no,1.799999952
0.36,0.31,0.631067961,no,no,no,0,no,10.60000038
0.45,0.18,0.87,yes,yes,yes,0,no,8.899999619
0.3,0.13,0.5,no,no,no,0,no,3.099999905
0.38,0.21,0.353982301,no,yes,yes,0,no,3.900000095
0.29,0.29,0.333333333,no,no,yes,0,no,3.099999905
0.33,0.31,0.576923077,no,yes,no,0,no,3.900000095
0.21,0.21,0.462962963,yes,no,no,0,no,3.200000048
0.31,0.22,0.712328767,no,no,no,1,no,1.799999952
0.19,0.19,0.663366337,no,no,yes,1,no,3.200000048
0.36,0.36,0.611111111,no,no,yes,1,no,3.200000048
0.35,0.28,0.688372093,no,no,no,1,no,1.799999952
0.37,0.28,0.887323944,no,no,yes,0,no,3.900000095
0.34,0.28,0.792307692,no,no,yes,0,no,3.200000048
0.33,0.27,0.8,no,no,no,1,no,3.200000048
0.31,0.3,0.470238095,no,no,yes,0,no,3.200000048
0.345800018,0.345800018,0.565217391,no,no,yes,1,no,3.200000048
0.42,0.32,0.940909091,no,yes,no,0,no,4.300000191
0.38,0.28,1,no,no,yes,1,no,3.200000048
0.35,0.26,0.615384615,no,no,yes,1,no,3.099999905
0.33,0.27,0.605769231,no,no,yes,1,no,3.200000048
0.24,0.24,0.884615385,no,no,no,1,no,3.900000095
0.280900002,0.239699993,0.876190476,no,no,yes,1,no,1.799999952
0.32,0.32,0.732283465,no,no,yes,1,no,2
0.16,0.1,0.72,no,no,no,0,no,3.200000048
0.25,0.13,0.8,no,yes,no,0,no,1.799999952
0.35,0.32,0.8,no,yes,yes,1,no,3.200000048
0.38,0.3,0.523529412,no,no,yes,1,no,3.200000048
0.32,0.31,0.80952381,no,no,yes,1,no,3.200000048
0.35,0.23,0.772727273,no,no,yes,0,no,3.200000048
0.27,0.2,0.721461187,no,no,yes,0,no,3.200000048
0.25,0.22,0.904761905,no,no,no,1,no,3.900000095
0.29,0.22,1.013986014,no,no,no,1,no,3.099999905
0.271200008,0.271200008,0.647619048,no,no,yes,1,no,3.200000048
0.32,0.27,0.847619048,no,no,yes,1,no,2
0.31,0.19,0.771428571,no,no,yes,0,no,3.200000048
0.37,0.23,0.819047619,no,no,yes,1,no,3.900000095
0.58,0.58,0.819047619,no,no,yes,1,no,3.200000048
0.33,0.27,0.859813084,no,no,no,1,no,3.599999905
0.16,0.12,0.840625,no,no,yes,0,no,3.200000048
0.38,0.31,0.8,no,no,yes,1,no,3.200000048
0.34,0.31,0.727272727,no,no,no,0,no,1.799999952
0.39,0.26,0.934371508,no,no,no,0,yes,3.200000048
0.45,0.2,0.948453608,no,no,no,0,yes,3.200000048
0.51,0.41,0.941176471,no,no,yes,0,yes,5.300000191
0.43,0.33,0.794392523,yes,no,no,1,yes,3.200000048
0.31,0.27,0.80952381,no,no,yes,1,yes,3.200000048
0.46,0.33,0.315789474,no,no,yes,0,yes,1.799999952
0.24,0.24,0.97826087,yes,no,yes,0,yes,10.60000038
0.22,0.19,1.95,no,no,no,1,no,3.200000048
0.22,0.19,0.95,no,no,no,1,yes,4.300000191
0.18,0.05,0.1875,no,no,yes,1,yes,2
0.66,0.31,0.902564103,no,no,yes,1,yes,3.200000048
0.59,0.24,0.941176471,no,no,no,1,yes,10.60000038
0.35,0.32,0.940594059,yes,no,yes,1,yes,3.900000095
0.52,0.51,0.949640288,no,no,yes,0,yes,3.200000048
0.42,0.27,0.878571429,no,no,no,0,yes,3.200000048
0.41,0.34,0.993873425,yes,no,no,0,yes,3.200000048
0.49,0.33,0.623762376,no,no,no,1,yes,3.200000048
0.46,0.36,0.714285714,no,no,no,1,yes,3.200000048
0.25,0.19,0.448,no,no,yes,0,yes,1.799999952
0.39,0.28,0.752688172,yes,no,yes,1,yes,2
0.41,0.34,0.859375,no,no,no,0,yes,2
0.26,0.26,0.75,no,no,yes,1,yes,3.200000048
0.36,0.25,0.85,no,no,yes,1,yes,3.200000048
0.39,0.34,0.897097625,no,no,yes,0,yes,3.200000048
0.36,0.26,0.857142857,yes,no,yes,1,yes,3.900000095
0.252999992,0.237000008,0.817307692,yes,no,yes,1,yes,3.900000095
0.83,0.49,0.945578231,no,no,yes,0,yes,3.900000095
0.34,0.23,0.976470588,no,no,no,0,yes,2
0.26,0.26,0.552147239,no,no,no,0,no,3.200000048
0.28,0.23,0.830769231,no,yes,yes,0,yes,3.200000048
0.34,0.28,0.803571429,no,no,yes,0,yes,5.300000191
0.37,0.23,0.696721311,no,no,yes,0,no,3.200000048
0.23,0.18,0.608391608,no,yes,no,0,yes,10.60000038
0.31,0.26,0.818181818,no,no,no,0,no,3.200000048
0.36,0.27,0.646017699,no,no,no,0,no,3.200000048
0.41,0.4,0.734693878,no,no,no,0,no,10.60000038
0.31,0.3,0.798387097,no,no,yes,0,no,3.200000048
0.44,0.4,0.67357513,no,no,no,0,no,5.300000191
0.37,0.28,0.224719101,no,no,no,0,no,1.799999952
0.39,0.31,0.5,no,no,no,0,no,3.200000048
0.38,0.28,0.666666667,no,no,no,0,no,10.60000038
0.45,0.21,0.307692308,no,no,yes,1,no,4.300000191
0.34,0.31,0.636942675,no,no,no,0,no,2
0.34,0.22,0.8,no,no,yes,1,no,3.099999905
0.36,0.32,0.669966997,no,no,no,0,no,3.200000048
0.54,0.47,0.956140351,yes,no,no,0,yes,3.200000048
0.35,0.22,0.8,no,no,no,1,no,3.200000048
0.33,0.22,0.795348837,no,no,no,0,no,3.200000048
0.35,0.3,0.795348837,no,no,no,0,no,5.300000191
0.31,0.28,0.652849741,no,no,no,0,no,3.900000095
0.25,0.22,0.797546012,no,no,no,0,yes,3.200000048
0.37,0.27,0.811594203,no,no,no,0,no,3.900000095
0.27,0.26,0.893939394,no,no,no,0,no,10.60000038
0.27,0.2,0.426470588,no,no,no,0,no,3.900000095
0.36,0.28,0.793103448,no,no,no,0,no,5.300000191
0.21,0.18,0.6,no,no,no,0,no,3.200000048
0.3,0.23,0.9,no,no,yes,0,no,3.200000048
0.34,0.26,0.878571429,no,no,no,0,no,3.200000048
0.29,0.24,0.795,no,yes,no,0,no,3.200000048
0.4,0.22,0.944,no,no,yes,0,no,3.099999905
0.3,0.23,0.73125,no,no,no,0,no,3.200000048
0.26,0.26,0.18852459,no,no,yes,0,no,4.300000191
0.28,0.28,0.902857143,no,no,no,0,no,3.099999905
0.39,0.23,0.655737705,no,no,no,0,no,3.200000048
0.22,0.156999998,0.887417219,no,no,no,1,no,3.200000048
0.281000004,0.221000004,0.589285714,no,no,no,0,no,3.099999905
0.35,0.302999992,0.883870968,no,no,no,0,no,5.300000191
0.362000008,0.276000004,0.947368421,no,no,no,0,no,10.60000038
0.344799995,0.2125,0.9,no,no,yes,1,no,1.799999952
0.364000015,0.276000004,0.925742574,no,yes,no,0,no,3.200000048
0.176000004,0.172999992,0.764444444,no,no,no,0,no,3.900000095
0.374000015,0.317199993,0.933333333,no,no,no,0,no,1.799999952
0.359000015,0.342000008,0.842105263,no,no,no,0,no,3.099999905
0.283999996,0.253999996,0.357512953,no,no,yes,0,no,3.200000048
0.336100006,0.3175,0.79245283,no,no,yes,0,no,3.900000095
0.255,0.171000004,0.791489362,yes,no,no,0,no,3.900000095
0.311100006,0.300799999,0.9,no,no,yes,0,no,3.200000048
0.325999985,0.268999996,0.930232558,no,no,no,0,no,2
0.328100014,0.3075,0.797101449,no,no,yes,1,no,3.200000048
0.38,0.3,0.738255034,no,no,no,0,no,3.900000095
0.322000008,0.312999992,0.8,no,no,no,0,no,3.200000048
0.316000004,0.212000008,0.661764706,no,no,no,0,yes,3.200000048
0.225,0.221000004,0.966292135,no,no,yes,1,no,3.099999905
0.223600006,0.216900005,0.943181818,no,no,yes,1,no,2
0.222999992,0.222999992,0.6875,no,no,yes,0,no,2
0.168999996,0.11,0.943181818,no,no,yes,1,no,3.200000048
0.422000008,0.370999985,0.705202312,no,yes,yes,0,no,3.200000048
0.326199989,0.198899994,0.384615385,no,no,no,0,no,5.300000191
0.318999996,0.282000008,0.5,no,no,no,0,no,3.099999905
0.44,0.32,0.65034965,no,yes,yes,0,no,4.300000191
0.382000008,0.266000004,0.8,no,no,no,0,no,3.200000048
0.303999996,0.245,0.879518072,no,no,no,0,no,3.200000048
0.34,0.18,0.294117647,yes,yes,yes,0,no,10.60000038
0.322000008,0.215,0.787234043,no,no,yes,0,no,3.099999905
0.379000015,0.318999996,0.794871795,no,no,no,0,no,3.099999905
0.65,0.44,0.571428571,yes,yes,no,0,no,3.200000048
