Year,Lag1,Lag2,Lag3,Lag4,Lag5,Direction
1999,-2.14,-2.08,-4.359,1.105,0.867,Up
1999,2.106,-2.14,-2.08,-4.359,1.105,Up
1999,0.673,2.106,-2.14,-2.08,-4.359,Up
1999,0.872,0.673,2.106,-2.14,-2.08,Up
1999,0.665,0.872,0.673,2.106,-2.14,Down
1999,-0.411,0.665,0.872,0.673,2.106,Down
1999,-1.201,-0.411,0.665,0.872,0.673,Down
1999,-4.348,-1.201,-0.411,0.665,0.872,Up
1999,0.427,-4.348,-1.201,-0.411,0.665,Up
1999,4.148,0.427,-4.348,-1.201,-0.411,Down
1999,-6.632,4.148,0.427,-4.348,-1.201,Up
1999,4.348,-6.632,4.148,0.427,-4.348,Up
1999,4.708,4.348,-6.632,4.148,0.427,Up
1999,0.536,4.708,4.348,-6.632,4.148,Up
1999,1.885,0.536,4.708,4.348,-6.632,Up
1999,1.858,1.885,0.536,4.708,4.348,Down
1999,-0.378,1.858,1.885,0.536,4.708,Up
1999,1.177,-0.378,1.858,1.885,0.536,Down
1999,-1.134,1.177,-0.378,1.858,1.885,Up
1999,0.282,-1.134,1.177,-0.378,1.858,Up
1999,2.626,0.282,-1.134,1.177,-0.378,Up
2000,0.748,2.626,0.282,-1.134,1.177,Down
2000,-1.891,0.748,2.626,0.282,-1.134,Up
2000,1.643,-1.891,0.748,2.626,0.282,Down
2000,-1.624,1.643,-1.891,0.748,2.626,Down
2000,-5.634,-1.624,1.643,-1.891,0.748,Up
2000,4.721,-5.634,-1.624,1.643,-1.891,Down
2000,-2.615,4.721,-5.634,-1.624,1.643,Down
2000,-2.958,-2.615,4.721,-5.634,-1.624,Down
2000,-0.946,-2.958,-2.615,4.721,-5.634,Up
2000,5.686,-0.946,-2.958,-2.615,4.721,Down
2000,-1.001,5.686,-0.946,-2.958,-2.615,Up
2000,4.975,-1.001,5.686,-0.946,-2.958,Up
2000,4.301,4.975,-1.001,5.686,-0.946,Down
2000,-1.891,4.301,4.975,-1.001,5.686,Up
2000,1.186,-1.891,4.301,4.975,-1.001,Down
2000,-10.538,1.186,-1.891,4.301,4.975,Up
2000,5.748,-10.538,1.186,-1.891,4.301,Up
2000,1.247,5.748,-10.538,1.186,-1.891,Down
2000,-1.363,1.247,5.748,-10.538,1.186,Down
2000,-0.815,-1.363,1.247,5.748,-10.538,Down
2000,-0.986,-0.815,-1.363,1.247,5.748,Down
2000,-2.056,-0.986,-0.815,-1.363,1.247,Up
2000,7.202,-2.056,-0.986,-0.815,-1.363,Down
2000,-1.375,7.202,-2.056,-0.986,-0.815,Up
2000,0.515,-1.375,7.202,-2.056,-0.986,Down
2000,-1.569,0.515,-1.375,7.202,-2.056,Up
2000,0.91,-1.569,0.515,-1.375,7.202,Up
2000,1.671,0.91,-1.569,0.515,-1.375,Up
2000,2.102,1.671,0.91,-1.569,0.515,Down
2000,-1.973,2.102,1.671,0.91,-1.569,Down
2000,-4.074,-1.973,2.102,1.671,0.91,Up
2000,3.031,-4.074,-1.973,2.102,1.671,Up
2000,0.609,3.031,-4.074,-1.973,2.102,Up
2000,1.351,0.609,3.031,-4.074,-1.973,Up
2000,0.987,1.351,0.609,3.031,-4.074,Up
2000,0.951,0.987,1.351,0.609,3.031,Down
2000,-1.727,0.951,0.987,1.351,0.609,Down
2000,-1.92,-1.727,0.951,0.987,1.351,Down
2000,-1.166,-1.92,-1.727,0.951,0.987,Down
2000,-0.843,-1.166,-1.92,-1.727,0.951,Down
2000,-1.916,-0.843,-1.166,-1.92,-1.727,Down
2000,-2.471,-1.916,-0.843,-1.166,-1.92,Up
2000,1.656,-2.471,-1.916,-0.843,-1.166,Down
2000,-1.242,1.656,-2.471,-1.916,-0.843,Up
2000,3.415,-1.242,1.656,-2.471,-1.916,Down
2000,-4.255,3.415,-1.242,1.656,-2.471,Up
2000,0.127,-4.255,3.415,-1.242,1.656,Down
2000,-1.897,0.127,-4.255,3.415,-1.242,Down
2000,-1.978,-1.897,0.127,-4.255,3.415,Up
2000,4.156,-1.978,-1.897,0.127,-4.255,Down
2000,-4.215,4.156,-1.978,-1.897,0.127,Down
2000,-0.473,-4.215,4.156,-1.978,-1.897,Up
2001,1.097,-0.473,-4.215,4.156,-1.978,Down
2001,-1.661,1.097,-0.473,-4.215,4.156,Up
2001,1.556,-1.661,1.097,-0.473,-4.215,Up
2001,1.819,1.556,-1.661,1.097,-0.473,Up
2001,0.924,1.819,1.556,-1.661,1.097,Down
2001,-0.404,0.924,1.819,1.556,-1.661,Down
2001,-2.572,-0.404,0.924,1.819,1.556,Down
2001,-1.006,-2.572,-0.404,0.924,1.819,Down
2001,-4.277,-1.006,-2.572,-0.404,0.924,Down
2001,-0.938,-4.277,-1.006,-2.572,-0.404,Down
2001,-0.062,-0.938,-4.277,-1.006,-2.572,Down
2001,-6.72,-0.062,-0.938,-4.277,-1.006,Down
2001,-0.93,-6.72,-0.062,-0.938,-4.277,Up
2001,1.799,-0.93,-6.72,-0.062,-0.938,Down
2001,-2.749,1.799,-0.93,-6.72,-0.062,Up
2001,4.88,-2.749,1.799,-0.93,-6.72,Up
2001,5.026,4.88,-2.749,1.799,-0.93,Up
2001,0.81,5.026,4.88,-2.749,1.799,Up
2001,1.082,0.81,5.026,4.88,-2.749,Down
2001,-1.653,1.082,0.81,5.026,4.88,Up
2001,3.716,-1.653,1.082,0.81,5.026,Down
2001,-1.089,3.716,-1.653,1.082,0.81,Down
2001,-1.348,-1.089,3.716,-1.653,1.082,Up
2001,0.34,-1.348,-1.089,3.716,-1.653,Down
2001,-4,0.34,-1.348,-1.089,3.716,Up
2001,0.905,-4,0.34,-1.348,-1.089,Down
2001,-0.079,0.905,-4,0.34,-1.348,Down
2001,-2.76,-0.079,0.905,-4,0.34,Up
2001,2.107,-2.76,-0.079,0.905,-4,Down
2001,-0.397,2.107,-2.76,-0.079,0.905,Down
2001,-0.415,-0.397,2.107,-2.76,-0.079,Up
2001,0.707,-0.415,-0.397,2.107,-2.76,Down
2001,-1.992,0.707,-0.415,-0.397,2.107,Down
2001,-2.369,-1.992,0.707,-0.415,-0.397,Up
2001,1.976,-2.369,-1.992,0.707,-0.415,Down
2001,-4.334,1.976,-2.369,-1.992,0.707,Down
2001,-4.217,-4.334,1.976,-2.369,-1.992,Down
2001,-11.05,-4.217,-4.334,1.976,-2.369,Up
2001,7.78,-11.05,-4.217,-4.334,1.976,Up
2001,2.924,7.78,-11.05,-4.217,-4.334,Up
2001,1.892,2.924,7.78,-11.05,-4.217,Down
2001,-1.664,1.892,2.924,7.78,-11.05,Up
2001,2.9,-1.664,1.892,2.924,7.78,Down
2001,-1.576,2.9,-1.664,1.892,2.924,Up
2001,3.045,-1.576,2.9,-1.664,1.892,Up
2001,1.637,3.045,-1.576,2.9,-1.664,Up
2001,1.027,1.637,3.045,-1.576,2.9,Down
2001,-0.947,1.027,1.637,3.045,-1.576,Up
2001,1.655,-0.947,1.027,1.637,3.045,Down
2001,-3.041,1.655,-0.947,1.027,1.637,Up
2001,1.941,-3.041,1.655,-0.947,1.027,Up
2001,1.409,1.941,-3.041,1.655,-0.947,Up
2002,0.99,1.409,1.941,-3.041,1.655,Down
2002,-2.295,0.99,1.409,1.941,-3.041,Down
2002,-1.573,-2.295,0.99,1.409,1.941,Up
2002,0.506,-1.573,-2.295,0.99,1.409,Down
2002,-0.978,0.506,-1.573,-2.295,0.99,Down
2002,-2.315,-0.978,0.506,-1.573,-2.295,Up
2002,0.726,-2.315,-0.978,0.506,-1.573,Down
2002,-1.299,0.726,-2.315,-0.978,0.506,Up
2002,3.848,-1.299,0.726,-2.315,-0.978,Up
2002,2.874,3.848,-1.299,0.726,-2.315,Up
2002,0.159,2.874,3.848,-1.299,0.726,Down
2002,-1.497,0.159,2.874,3.848,-1.299,Down
2002,-0.114,-1.497,0.159,2.874,3.848,Down
2002,-2.149,-0.114,-1.497,0.159,2.874,Down
2002,-1.044,-2.149,-0.114,-1.497,0.159,Up
2002,1.275,-1.044,-2.149,-0.114,-1.497,Down
2002,-4.342,1.275,-1.044,-2.149,-0.114,Down
2002,-0.269,-4.342,1.275,-1.044,-2.149,Down
2002,-1.718,-0.269,-4.342,1.275,-1.044,Up
2002,4.891,-1.718,-0.269,-4.342,1.275,Down
2002,-2.058,4.891,-1.718,-0.269,-4.342,Down
2002,-1.539,-2.058,4.891,-1.718,-0.269,Down
2002,-3.712,-1.539,-2.058,4.891,-1.718,Down
2002,-1.972,-3.712,-1.539,-2.058,4.891,Down
2002,-1.8,-1.972,-3.712,-1.539,-2.058,Up
2002,0.069,-1.8,-1.972,-3.712,-1.539,Down
2002,-0.08,0.069,-1.8,-1.972,-3.712,Down
2002,-6.839,-0.08,0.069,-1.8,-1.972,Down
2002,-7.992,-6.839,-0.08,0.069,-1.8,Up
2002,0.6,-7.992,-6.839,-0.08,0.069,Up
2002,1.337,0.6,-7.992,-6.839,-0.08,Up
2002,5.137,1.337,0.6,-7.992,-6.839,Up
2002,2.215,5.137,1.337,0.6,-7.992,Up
2002,1.302,2.215,5.137,1.337,0.6,Down
2002,-2.635,1.302,2.215,5.137,1.337,Down
2002,-2.418,-2.635,1.302,2.215,5.137,Down
2002,-0.46,-2.418,-2.635,1.302,2.215,Down
2002,-4.992,-0.46,-2.418,-2.635,1.302,Down
2002,-2.132,-4.992,-0.46,-2.418,-2.635,Down
2002,-3.238,-2.132,-4.992,-0.46,-2.418,Up
2002,4.339,-3.238,-2.132,-4.992,-0.46,Up
2002,5.874,4.339,-3.238,-2.132,-4.992,Up
2002,1.499,5.874,4.339,-3.238,-2.132,Up
2002,0.369,1.499,5.874,4.339,-3.238,Down
2002,-0.69,0.369,1.499,5.874,4.339,Up
2002,1.687,-0.69,0.369,1.499,5.874,Up
2002,2.277,1.687,-0.69,0.369,1.499,Up
2002,0.619,2.277,1.687,-0.69,0.369,Down
2002,-2.572,0.619,2.277,1.687,-0.69,Down
2002,-2.494,-2.572,0.619,2.277,1.687,Up
2002,0.706,-2.494,-2.572,0.619,2.277,Down
2002,-2.273,0.706,-2.494,-2.572,0.619,Up
2003,3.791,-2.273,0.706,-2.494,-2.572,Up
2003,2.089,3.791,-2.273,0.706,-2.494,Down
2003,-2.78,2.089,3.791,-2.273,0.706,Down
2003,-4.478,-2.78,2.089,3.791,-2.273,Down
2003,-0.662,-4.478,-2.78,2.089,3.791,Down
2003,-3.04,-0.662,-4.478,-2.78,2.089,Up
2003,0.627,-3.04,-0.662,-4.478,-2.78,Up
2003,1.591,0.627,-3.04,-0.662,-4.478,Down
2003,-0.828,1.591,0.627,-3.04,-0.662,Down
2003,-1.458,-0.828,1.591,0.627,-3.04,Up
2003,0.528,-1.458,-0.828,1.591,0.627,Up
2003,7.503,0.528,-1.458,-0.828,1.591,Down
2003,-3.605,7.503,0.528,-1.458,-0.828,Up
2003,1.778,-3.605,7.503,0.528,-1.458,Down
2003,-1.2,1.778,-3.605,7.503,0.528,Up
2003,2.911,-1.2,1.778,-3.605,7.503,Up
2003,0.585,2.911,-1.2,1.778,-3.605,Up
2003,3.479,0.585,2.911,-1.2,1.778,Up
2003,0.358,3.479,0.585,2.911,-1.2,Up
2003,1.167,0.358,3.479,0.585,2.911,Down
2003,-1.173,1.167,0.358,3.479,0.585,Up
2003,3.254,-1.173,1.167,0.358,3.479,Up
2003,2.508,3.254,-1.173,1.167,0.358,Up
2003,0.086,2.508,3.254,-1.173,1.167,Up
2003,0.716,0.086,2.508,3.254,-1.173,Down
2003,-1.955,0.716,0.086,2.508,3.254,Up
2003,0.971,-1.955,0.716,0.086,2.508,Up
2003,1.262,0.971,-1.955,0.716,0.086,Down
2003,-0.483,1.262,0.971,-1.955,0.716,Up
2003,0.54,-0.483,1.262,0.971,-1.955,Down
2003,-1.855,0.54,-0.483,1.262,0.971,Down
2003,-0.261,-1.855,0.54,-0.483,1.262,Up
2003,1.338,-0.261,-1.855,0.54,-0.483,Up
2003,0.241,1.338,-0.261,-1.855,0.54,Up
2003,1.505,0.241,1.338,-0.261,-1.855,Up
2003,1.327,1.505,0.241,1.338,-0.261,Down
2003,-0.27,1.327,1.505,0.241,1.338,Up
2003,1.735,-0.27,1.327,1.505,0.241,Down
2003,-3.807,1.735,-0.27,1.327,1.505,Up
2003,3.31,-3.807,1.735,-0.27,1.327,Up
2003,0.797,3.31,-3.807,1.735,-0.27,Up
2003,0.121,0.797,3.31,-3.807,1.735,Down
2003,-1.002,0.121,0.797,3.31,-3.807,Up
2003,2.119,-1.002,0.121,0.797,3.31,Up
2003,0.238,2.119,-1.002,0.121,0.797,Down
2003,-0.272,0.238,2.119,-1.002,0.121,Down
2003,-1.435,-0.272,0.238,2.119,-1.002,Up
2003,2.214,-1.435,-0.272,0.238,2.119,Up
2003,0.312,2.214,-1.435,-0.272,0.238,Up
2003,1.191,0.312,2.214,-1.435,-0.272,Up
2003,1.352,1.191,0.312,2.214,-1.435,Up
2003,0.664,1.352,1.191,0.312,2.214,Up
2004,1.149,0.664,1.352,1.191,0.312,Up
2004,1.207,1.149,0.664,1.352,1.191,Up
2004,1.602,1.207,1.149,0.664,1.352,Up
2004,0.151,1.602,1.207,1.149,0.664,Down
2004,-0.913,0.151,1.602,1.207,1.149,Up
2004,1.028,-0.913,0.151,1.602,1.207,Up
2004,0.267,1.028,-0.913,0.151,1.602,Down
2004,-0.148,0.267,1.028,-0.913,0.151,Up
2004,0.073,-0.148,0.267,1.028,-0.913,Up
2004,1.041,0.073,-0.148,0.267,1.028,Down
2004,-3.137,1.041,0.073,-0.148,0.267,Down
2004,-0.963,-3.137,1.041,0.073,-0.148,Down
2004,-0.155,-0.963,-3.137,1.041,0.073,Up
2004,3.046,-0.155,-0.963,-3.137,1.041,Down
2004,-0.218,3.046,-0.155,-0.963,-3.137,Down
2004,-0.413,-0.218,3.046,-0.155,-0.963,Up
2004,0.528,-0.413,-0.218,3.046,-0.155,Down
2004,-2.92,0.528,-0.413,-0.218,3.046,Down
2004,-0.777,-2.92,0.528,-0.413,-0.218,Down
2004,-0.273,-0.777,-2.92,0.528,-0.413,Down
2004,-0.195,-0.273,-0.777,-2.92,0.528,Up
2004,2.48,-0.195,-0.273,-0.777,-2.92,Up
2004,0.162,2.48,-0.195,-0.273,-0.777,Up
2004,1.245,0.162,2.48,-0.195,-0.273,Down
2004,-0.128,1.245,0.162,2.48,-0.195,Down
2004,-0.052,-0.128,1.245,0.162,2.48,Down
2004,-0.798,-0.052,-0.128,1.245,0.162,Down
2004,-1.117,-0.798,-0.052,-0.128,1.245,Down
2004,-1.026,-1.117,-0.798,-0.052,-0.128,Down
2004,-1.379,-1.026,-1.117,-0.798,-0.052,Up
2004,1.429,-1.379,-1.026,-1.117,-0.798,Down
2004,-3.426,1.429,-1.379,-1.026,-1.117,Up
2004,0.078,-3.426,1.429,-1.379,-1.026,Up
2004,3.151,0.078,-3.426,1.429,-1.379,Up
2004,0.858,3.151,0.078,-3.426,1.429,Up
2004,0.529,0.858,3.151,0.078,-3.426,Up
2004,0.924,0.529,0.858,3.151,0.078,Up
2004,0.412,0.924,0.529,0.858,3.151,Down
2004,-1.634,0.412,0.924,0.529,0.858,Up
2004,1.927,-1.634,0.412,0.924,0.529,Down
2004,-0.827,1.927,-1.634,0.412,0.924,Down
2004,-1.242,-0.827,1.927,-1.634,0.412,Down
2004,-1.124,-1.242,-0.827,1.927,-1.634,Up
2004,3.145,-1.124,-1.242,-0.827,1.927,Up
2004,3.183,3.145,-1.124,-1.242,-0.827,Up
2004,1.544,3.183,3.145,-1.124,-1.242,Down
2004,-1.168,1.544,3.183,3.145,-1.124,Up
2004,1.052,-1.168,1.544,3.183,3.145,Up
2004,0.72,1.052,-1.168,1.544,3.183,Down
2004,-0.266,0.72,1.052,-1.168,1.544,Up
2004,0.522,-0.266,0.72,1.052,-1.168,Up
2004,1.334,0.522,-0.266,0.72,1.052,Up
2005,0.148,1.334,0.522,-0.266,0.72,Down
2005,-2.123,0.148,1.334,0.522,-0.266,Down
2005,-0.141,-2.123,0.148,1.334,0.522,Down
2005,-1.406,-0.141,-2.123,0.148,1.334,Up
2005,0.299,-1.406,-0.141,-2.123,0.148,Up
2005,2.704,0.299,-1.406,-0.141,-2.123,Up
2005,0.189,2.704,0.299,-1.406,-0.141,Down
2005,-0.308,0.189,2.704,0.299,-1.406,Up
2005,0.814,-0.308,0.189,2.704,0.299,Up
2005,0.887,0.814,-0.308,0.189,2.704,Down
2005,-1.803,0.887,0.814,-0.308,0.189,Down
2005,-0.869,-1.803,0.887,0.814,-0.308,Down
2005,-1.532,-0.869,-1.803,0.887,0.814,Up
2005,0.128,-1.532,-0.869,-1.803,0.887,Up
2005,0.706,0.128,-1.532,-0.869,-1.803,Down
2005,-3.266,0.706,0.128,-1.532,-0.869,Up
2005,0.831,-3.266,0.706,0.128,-1.532,Up
2005,0.411,0.831,-3.266,0.706,0.128,Up
2005,1.253,0.411,0.831,-3.266,0.706,Down
2005,-1.477,1.253,0.411,0.831,-3.266,Up
2005,3.053,-1.477,1.253,0.411,0.831,Up
2005,0.799,3.053,-1.477,1.253,0.411,Down
2005,-0.23,0.799,3.053,-1.477,1.253,Up
2005,0.175,-0.23,0.799,3.053,-1.477,Up
2005,1.573,0.175,-0.23,0.799,3.053,Down
2005,-2.086,1.573,0.175,-0.23,0.799,Up
2005,0.241,-2.086,1.573,0.175,-0.23,Up
2005,1.458,0.241,-2.086,1.573,0.175,Up
2005,1.325,1.458,0.241,-2.086,1.573,Up
2005,0.469,1.325,1.458,0.241,-2.086,Up
2005,0.041,0.469,1.325,1.458,0.241,Down
2005,-0.629,0.041,0.469,1.325,1.458,Up
2005,0.324,-0.629,0.041,0.469,1.325,Down
2005,-0.868,0.324,-0.629,0.041,0.469,Down
2005,-1.198,-0.868,0.324,-0.629,0.041,Up
2005,1.072,-1.198,-0.868,0.324,-0.629,Up
2005,1.926,1.072,-1.198,-0.868,0.324,Down
2005,-0.288,1.926,1.072,-1.198,-0.868,Down
2005,-1.827,-0.288,1.926,1.072,-1.198,Up
2005,1.112,-1.827,-0.288,1.926,1.072,Down
2005,-2.678,1.112,-1.827,-0.288,1.926,Down
2005,-0.78,-2.678,1.112,-1.827,-0.288,Down
2005,-0.588,-0.78,-2.678,1.112,-1.827,Up
2005,1.595,-0.588,-0.78,-2.678,1.112,Up
2005,1.813,1.595,-0.588,-0.78,-2.678,Up
2005,1.195,1.813,1.595,-0.588,-0.78,Up
2005,1.097,1.195,1.813,1.595,-0.588,Up
2005,1.601,1.097,1.195,1.813,1.595,Down
2005,-0.25,1.601,1.097,1.195,1.813,Down
2005,-0.451,-0.25,1.601,1.097,1.195,Up
2005,0.631,-0.451,-0.25,1.601,1.097,Up
2005,0.106,0.631,-0.451,-0.25,1.601,Down
2006,-1.606,0.106,0.631,-0.451,-0.25,Up
2006,2.977,-1.606,0.106,0.631,-0.451,Up
2006,0.168,2.977,-1.606,0.106,0.631,Down
2006,-2.029,0.168,2.977,-1.606,0.106,Up
2006,1.762,-2.029,0.168,2.977,-1.606,Down
2006,-1.534,1.762,-2.029,0.168,2.977,Up
2006,0.234,-1.534,1.762,-2.029,0.168,Up
2006,1.598,0.234,-1.534,1.762,-2.029,Up
2006,0.17,1.598,0.234,-1.534,1.762,Down
2006,-0.171,0.17,1.598,0.234,-1.534,Down
2006,-0.451,-0.171,0.17,1.598,0.234,Up
2006,2.016,-0.451,-0.171,0.17,1.598,Down
2006,-0.329,2.016,-0.451,-0.171,0.17,Down
2006,-0.62,-0.329,2.016,-0.451,-0.171,Up
2006,0.049,-0.62,-0.329,2.016,-0.451,Down
2006,-0.492,0.049,-0.62,-0.329,2.016,Up
2006,1.719,-0.492,0.049,-0.62,-0.329,Down
2006,-0.051,1.719,-0.492,0.049,-0.62,Up
2006,1.156,-0.051,1.719,-0.492,0.049,Down
2006,-2.604,1.156,-0.051,1.719,-0.492,Down
2006,-1.875,-2.604,1.156,-0.051,1.719,Up
2006,1.036,-1.875,-2.604,1.156,-0.051,Up
2006,0.63,1.036,-1.875,-2.604,1.156,Down
2006,-2.788,0.63,1.036,-1.875,-2.604,Down
2006,-0.061,-2.788,0.63,1.036,-1.875,Down
2006,-0.563,-0.061,-2.788,0.63,1.036,Up
2006,2.065,-0.563,-0.061,-2.788,0.63,Down
2006,-0.372,2.065,-0.563,-0.061,-2.788,Down
2006,-2.314,-0.372,2.065,-0.563,-0.061,Up
2006,0.331,-2.314,-0.372,2.065,-0.563,Up
2006,3.085,0.331,-2.314,-0.372,2.065,Up
2006,0.063,3.085,0.331,-2.314,-0.372,Down
2006,-0.986,0.063,3.085,0.331,-2.314,Up
2006,2.807,-0.986,0.063,3.085,0.331,Down
2006,-0.554,2.807,-0.986,0.063,3.085,Up
2006,1.229,-0.554,2.807,-0.986,0.063,Down
2006,-0.922,1.229,-0.554,2.807,-0.986,Up
2006,1.597,-0.922,1.229,-0.554,2.807,Down
2006,-0.37,1.597,-0.922,1.229,-0.554,Up
2006,1.603,-0.37,1.597,-0.922,1.229,Up
2006,1.029,1.603,-0.37,1.597,-0.922,Up
2006,1.188,1.029,1.603,-0.37,1.597,Up
2006,0.218,1.188,1.029,1.603,-0.37,Up
2006,0.639,0.218,1.188,1.029,1.603,Down
2006,-0.947,0.639,0.218,1.188,1.029,Up
2006,1.217,-0.947,0.639,0.218,1.188,Up
2006,1.47,1.217,-0.947,0.639,0.218,Down
2006,-0.018,1.47,1.217,-0.947,0.639,Down
2006,-0.303,-0.018,1.47,1.217,-0.947,Up
2006,0.94,-0.303,-0.018,1.47,1.217,Up
2006,1.224,0.94,-0.303,-0.018,1.47,Down
2006,-1.144,1.224,0.94,-0.303,-0.018,Up
2007,0.534,-1.144,1.224,0.94,-0.303,Down
2007,-0.606,0.534,-1.144,1.224,0.94,Up
2007,1.491,-0.606,0.534,-1.144,1.224,Down
2007,-0.016,1.491,-0.606,0.534,-1.144,Down
2007,-0.582,-0.016,1.491,-0.606,0.534,Up
2007,1.843,-0.582,-0.016,1.491,-0.606,Down
2007,-0.713,1.843,-0.582,-0.016,1.491,Up
2007,1.216,-0.713,1.843,-0.582,-0.016,Down
2007,-0.299,1.216,-0.713,1.843,-0.582,Down
2007,-4.412,-0.299,1.216,-0.713,1.843,Up
2007,1.13,-4.412,-0.299,1.216,-0.713,Down
2007,-1.133,1.13,-4.412,-0.299,1.216,Up
2007,3.544,-1.133,1.13,-4.412,-0.299,Down
2007,-1.062,3.544,-1.133,1.13,-4.412,Up
2007,1.612,-1.062,3.544,-1.133,1.13,Up
2007,0.63,1.612,-1.062,3.544,-1.133,Up
2007,2.168,0.63,1.612,-1.062,3.544,Up
2007,0.655,2.168,0.63,1.612,-1.062,Up
2007,0.773,0.655,2.168,0.63,1.612,Up
2007,0.015,0.773,0.655,2.168,0.63,Up
2007,1.122,0.015,0.773,0.655,2.168,Down
2007,-0.461,1.122,0.015,0.773,0.655,Up
2007,1.36,-0.461,1.122,0.015,0.773,Down
2007,-1.866,1.36,-0.461,1.122,0.015,Up
2007,1.674,-1.866,1.36,-0.461,1.122,Down
2007,-1.98,1.674,-1.866,1.36,-0.461,Up
2007,0.053,-1.98,1.674,-1.866,1.36,Up
2007,1.802,0.053,-1.98,1.674,-1.866,Up
2007,1.441,1.802,0.053,-1.98,1.674,Down
2007,-1.185,1.441,1.802,0.053,-1.98,Down
2007,-4.899,-1.185,1.441,1.802,0.053,Down
2007,-1.775,-4.899,-1.185,1.441,1.802,Up
2007,1.436,-1.775,-4.899,-1.185,1.441,Down
2007,-0.53,1.436,-1.775,-4.899,-1.185,Up
2007,2.312,-0.53,1.436,-1.775,-4.899,Down
2007,-0.364,2.312,-0.53,1.436,-1.775,Down
2007,-1.387,-0.364,2.312,-0.53,1.436,Up
2007,2.112,-1.387,-0.364,2.312,-0.53,Up
2007,2.796,2.112,-1.387,-0.364,2.312,Up
2007,0.066,2.796,2.112,-1.387,-0.364,Up
2007,2.02,0.066,2.796,2.112,-1.387,Up
2007,0.27,2.02,0.066,2.796,2.112,Down
2007,-3.917,0.27,2.02,0.066,2.796,Up
2007,2.309,-3.917,0.27,2.02,0.066,Down
2007,-1.669,2.309,-3.917,0.27,2.02,Down
2007,-3.706,-1.669,2.309,-3.917,0.27,Up
2007,0.347,-3.706,-1.669,2.309,-3.917,Down
2007,-1.237,0.347,-3.706,-1.669,2.309,Up
2007,2.807,-1.237,0.347,-3.706,-1.669,Up
2007,1.588,2.807,-1.237,0.347,-3.706,Down
2007,-2.44,1.588,2.807,-1.237,0.347,Up
2007,1.125,-2.44,1.588,2.807,-1.237,Down
2007,-0.402,1.125,-2.44,1.588,2.807,Down
2008,-4.522,-0.402,1.125,-2.44,1.588,Down
2008,-0.752,-4.522,-0.402,1.125,-2.44,Down
2008,-5.412,-0.752,-4.522,-0.402,1.125,Up
2008,0.409,-5.412,-0.752,-4.522,-0.402,Up
2008,4.871,0.409,-5.412,-0.752,-4.522,Down
2008,-4.596,4.871,0.409,-5.412,-0.752,Up
2008,1.405,-4.596,4.871,0.409,-5.412,Up
2008,0.231,1.405,-4.596,4.871,0.409,Down
2008,-1.661,0.231,1.405,-4.596,4.871,Down
2008,-2.8,-1.661,0.231,1.405,-4.596,Down
2008,-0.404,-2.8,-1.661,0.231,1.405,Up
2008,3.212,-0.404,-2.8,-1.661,0.231,Down
2008,-1.075,3.212,-0.404,-2.8,-1.661,Up
2008,4.195,-1.075,3.212,-0.404,-2.8,Down
2008,-2.742,4.195,-1.075,3.212,-0.404,Up
2008,4.314,-2.742,4.195,-1.075,3.212,Up
2008,0.54,4.314,-2.742,4.195,-1.075,Up
2008,1.149,0.54,4.314,-2.742,4.195,Down
2008,-1.812,1.149,0.54,4.314,-2.742,Up
2008,2.67,-1.812,1.149,0.54,4.314,Down
2008,-3.467,2.67,-1.812,1.149,0.54,Up
2008,1.777,-3.467,2.67,-1.812,1.149,Down
2008,-2.835,1.777,-3.467,2.67,-1.812,Down
2008,-0.048,-2.835,1.777,-3.467,2.67,Down
2008,-3.096,-0.048,-2.835,1.777,-3.467,Down
2008,-3.001,-3.096,-0.048,-2.835,1.777,Down
2008,-1.211,-3.001,-3.096,-0.048,-2.835,Down
2008,-1.854,-1.211,-3.001,-3.096,-0.048,Up
2008,1.71,-1.854,-1.211,-3.001,-3.096,Down
2008,-0.232,1.71,-1.854,-1.211,-3.001,Up
2008,0.203,-0.232,1.71,-1.854,-1.211,Up
2008,2.857,0.203,-0.232,1.71,-1.854,Up
2008,0.145,2.857,0.203,-0.232,1.71,Down
2008,-0.462,0.145,2.857,0.203,-0.232,Down
2008,-0.725,-0.462,0.145,2.857,0.203,Down
2008,-3.159,-0.725,-0.462,0.145,2.857,Up
2008,0.756,-3.159,-0.725,-0.462,0.145,Up
2008,0.27,0.756,-3.159,-0.725,-0.462,Down
2008,-3.331,0.27,0.756,-3.159,-0.725,Down
2008,-9.399,-3.331,0.27,0.756,-3.159,Down
2008,-18.195,-9.399,-3.331,0.27,0.756,Up
2008,4.596,-18.195,-9.399,-3.331,0.27,Down
2008,-6.781,4.596,-18.195,-9.399,-3.331,Up
2008,10.491,-6.781,4.596,-18.195,-9.399,Down
2008,-3.898,10.491,-6.781,4.596,-18.195,Down
2008,-6.198,-3.898,10.491,-6.781,4.596,Down
2008,-8.389,-6.198,-3.898,10.491,-6.781,Up
2008,12.026,-8.389,-6.198,-3.898,10.491,Down
2008,-2.251,12.026,-8.389,-6.198,-3.898,Up
2008,0.418,-2.251,12.026,-8.389,-6.198,Up
2008,0.926,0.418,-2.251,12.026,-8.389,Down
2008,-1.698,0.926,0.418,-2.251,12.026,Up
2009,6.76,-1.698,0.926,0.418,-2.251,Down
2009,-4.448,6.76,-1.698,0.926,0.418,Down
